fecha,P_mm,ETP_mm,T_min_C,T_max_C,Q_m3s,Q_mm
2005-10-18,1.162,10.683,24.08,30.94,120.9,5.5129
2005-10-19,1.989,10.862,23.38,30.59,86.47,3.9429
2005-10-20,20.163,10.431,22.62,29.58,77.36,3.5275
2005-10-21,0.0,12.823,23.04,32.42,71.27,3.2498
2005-10-22,17.612,9.883,24.62,30.64,77.95,3.5544
2005-10-23,1.006,11.263,24.52,31.94,84.29,3.8435
2005-10-24,22.801,10.264,23.79,30.38,95.12,4.3373
2005-10-25,36.345,9.919,23.74,30.01,128.8,5.8731
2005-10-26,0.0,11.21,23.09,30.85,168.6,7.6879
2005-10-27,0.0,11.368,24.04,31.75,186.3,8.495
2005-10-28,5.155,10.627,24.03,31.0,209.9,9.5711
2005-10-29,50.556,9.544,24.67,30.44,209.7,9.562
2005-10-30,0.0,11.12,24.22,31.69,203.4,9.2747
2005-10-31,9.912,9.129,25.13,30.44,204.3,9.3158
2005-11-01,27.978,7.225,24.13,27.86,195.1,8.8963
2005-11-02,2.999,10.209,23.56,30.3,184.4,8.4084
2005-11-03,8.65,9.56,22.91,29.14,185.5,8.4585
2005-11-04,22.075,9.473,23.74,29.72,183.9,8.3856
2005-11-05,0.0,9.845,24.03,30.34,181.7,8.2852
2005-11-06,19.062,8.19,23.96,28.67,166.8,7.6058
2005-11-07,0.0,10.365,23.7,30.65,162.7,7.4189
2005-11-08,2.013,10.588,22.26,29.8,169.4,7.7244
2005-11-09,15.344,8.626,23.45,28.72,175.4,7.998
2005-11-10,23.841,8.878,24.24,29.62,178.2,8.1256
2005-11-11,12.409,8.488,24.02,29.07,185.9,8.4768
2005-11-12,3.061,10.677,24.41,31.62,216.6,9.8766
2005-11-13,43.743,8.015,24.22,28.81,223.7,10.2004
2005-11-14,1.36,10.096,24.27,30.94,222.7,10.1548
2005-11-15,0.0,10.106,24.1,30.84,224.1,10.2186
2005-11-16,14.982,10.92,23.91,31.56,219.5,10.0089
2005-11-17,3.333,11.474,23.55,31.9,205.9,9.3887
2005-11-18,0.0,10.257,24.56,31.4,193.9,8.8415
2005-11-19,0.12,9.197,24.77,30.49,173.3,7.9022
2005-11-20,0.889,10.475,24.14,31.33,155.4,7.086
2005-11-21,15.769,9.503,23.57,29.88,140.3,6.3975
2005-11-22,0.0,11.161,23.51,31.62,127.9,5.832
2005-11-23,0.339,8.845,24.08,29.63,113.0,5.1526
2005-11-24,11.727,10.048,24.48,31.2,93.75,4.2749
2005-11-25,0.0,10.673,24.25,31.7,78.88,3.5968
2005-11-26,0.0,9.79,24.9,31.28,67.79,3.0911
2005-11-27,0.0,11.459,23.02,31.66,61.57,2.8075
2005-11-28,0.0,12.601,21.78,32.08,53.48,2.4386
2005-11-29,0.0,12.168,21.71,31.55,82.63,3.7678
2005-11-30,0.0,11.505,23.25,31.93,60.86,2.7751
2005-12-01,0.0,11.673,22.7,31.72,39.08,1.782
2005-12-02,0.0,11.23,22.73,31.26,36.2,1.6507
2005-12-03,0.0,10.689,23.89,31.54,33.86,1.544
2005-12-04,0.0,10.079,24.61,31.45,32.6,1.4865
2005-12-05,0.053,10.504,24.42,31.77,31.7,1.4455
2005-12-06,0.0,10.658,24.58,32.06,30.26,1.3798
2005-12-07,0.0,10.524,24.7,32.02,28.61,1.3046
2005-12-08,0.0,9.528,24.86,31.09,27.7,1.2631
2005-12-09,0.0,11.2,24.32,32.49,26.92,1.2275
2005-12-10,0.0,10.006,25.56,32.16,26.27,1.1979
2005-12-11,0.0,7.112,23.74,27.76,25.49,1.1623
2005-12-12,5.291,9.537,23.41,29.98,24.06,1.0971
2005-12-13,0.0,10.62,23.58,31.3,23.54,1.0734
2005-12-14,0.0,11.466,23.19,31.96,23.15,1.0556
2005-12-15,0.0,11.474,22.76,31.66,22.5,1.026
2005-12-16,0.0,10.955,23.91,31.93,21.85,0.9963
2005-12-17,0.0,11.433,24.01,32.54,20.94,0.9548
2005-12-18,0.0,10.191,24.52,31.57,20.16,0.9193
2005-12-19,0.0,11.118,22.94,31.39,19.38,0.8837
2005-12-20,0.0,11.164,21.64,30.48,18.73,0.8541
2005-12-21,0.0,8.744,23.86,29.51,18.08,0.8244
2005-12-22,6.057,9.801,23.28,30.18,17.43,0.7948
2005-12-23,0.0,9.132,24.27,30.24,16.78,0.7651
2005-12-24,0.0,11.854,23.62,32.72,16.13,0.7355
2005-12-25,0.0,12.869,22.57,33.12,16.13,0.7355
2005-12-26,1.751,10.805,24.69,32.34,15.92,0.7259
2005-12-27,0.0,12.693,22.63,32.94,15.76,0.7186
2005-12-28,0.0,13.679,21.94,33.59,15.44,0.704
2005-12-29,0.0,14.535,20.82,33.84,15.2,0.6931
2005-12-30,0.0,13.228,22.6,33.51,15.04,0.6858
2005-12-31,0.0,14.406,22.4,34.73,14.88,0.6785
2006-01-01,0.0,13.189,21.82,32.9,14.72,0.6712
2006-01-02,0.0,14.554,22.03,34.63,14.72,0.6712
2006-01-03,0.423,11.357,24.71,32.9,14.48,0.6603
2006-01-04,0.0,9.988,25.3,31.88,14.4,0.6566
2006-01-05,26.005,7.96,23.56,28.39,13.76,0.6274
2006-01-06,0.151,10.441,23.52,30.96,13.92,0.6347
2006-01-07,0.035,10.177,23.42,30.58,14.13,0.6443
2006-01-08,0.0,10.046,23.73,30.67,14.12,0.6439
2006-01-09,0.0,11.794,22.69,31.8,13.84,0.6311
2006-01-10,0.0,12.352,22.56,32.32,13.52,0.6165
2006-01-11,0.0,12.126,23.54,32.77,13.2,0.6019
2006-01-12,0.0,12.817,23.55,33.53,12.88,0.5873
2006-01-13,0.0,13.044,23.29,33.58,12.4,0.5654
2006-01-14,0.051,14.188,21.28,33.47,12.08,0.5508
2006-01-15,0.0,10.983,23.8,31.64,11.52,0.5253
2006-01-16,2.31,10.978,23.71,31.54,11.28,0.5144
2006-01-17,0.0,10.83,23.43,31.15,11.12,0.5071
2006-01-18,0.0,11.853,23.4,32.23,10.96,0.4998
2006-01-19,0.0,13.301,21.77,32.66,10.8,0.4925
2006-01-20,0.0,13.234,21.38,32.29,10.64,0.4852
2006-01-21,0.0,15.532,20.67,34.44,10.32,0.4706
2006-01-22,0.0,11.119,24.5,32.18,10.08,0.4596
2006-01-23,9.757,8.536,24.79,29.77,9.92,0.4523
2006-01-24,0.119,10.705,22.86,30.45,10.61,0.4838
2006-01-25,0.0,9.938,23.12,29.82,11.2,0.5107
2006-01-26,12.125,9.121,23.15,28.98,14.54,0.663
2006-01-27,10.256,8.38,23.62,28.6,39.98,1.823
2006-01-28,21.344,7.924,23.2,27.8,68.51,3.124
2006-01-29,3.873,8.363,22.74,27.83,91.91,4.191
2006-01-30,0.0,10.515,22.54,29.89,109.5,4.993
2006-01-31,0.0,9.7,23.44,29.72,99.14,4.5206
2006-02-01,1.182,10.947,23.59,31.1,74.57,3.4003
2006-02-02,0.471,12.479,22.5,31.92,53.6,2.4441
2006-02-03,0.483,10.28,23.63,30.41,38.0,1.7327
2006-02-04,3.281,11.327,22.72,30.78,26.27,1.1979
2006-02-05,1.098,11.328,23.77,31.57,23.67,1.0793
2006-02-06,0.788,11.818,22.89,31.4,20.94,0.9548
2006-02-07,0.0,14.847,21.41,33.65,17.95,0.8185
2006-02-08,0.0,13.874,22.3,33.16,15.92,0.7259
2006-02-09,0.0,14.199,21.7,33.06,15.28,0.6967
2006-02-10,0.0,14.603,22.51,34.04,14.4,0.6566
2006-02-11,0.0,12.826,23.1,32.52,13.28,0.6055
2006-02-12,0.0,11.994,23.29,31.75,12.72,0.58
2006-02-13,0.0,14.537,23.01,34.24,12.56,0.5727
2006-02-14,0.0,14.673,23.78,34.9,12.08,0.5508
2006-02-15,0.0,14.272,22.92,33.84,11.6,0.5289
2006-02-16,0.0,14.985,23.04,34.66,11.44,0.5216
2006-02-17,0.0,14.651,24.23,35.12,11.28,0.5144
2006-02-18,0.0,13.871,23.4,33.68,10.8,0.4925
2006-02-19,0.0,12.413,25.73,33.87,10.48,0.4779
2006-02-20,0.0,13.186,24.91,34.02,10.16,0.4633
2006-02-21,0.0,13.979,22.87,33.34,9.92,0.4523
2006-02-22,0.0,13.813,23.75,33.77,9.92,0.4523
2006-02-23,0.0,12.806,25.47,34.0,9.76,0.445
2006-02-24,0.0,14.025,24.29,34.35,9.52,0.4341
2006-02-25,0.0,14.508,25.1,35.4,9.28,0.4232
2006-02-26,0.0,14.132,25.62,35.38,9.04,0.4122
2006-02-27,0.0,13.02,24.67,33.53,8.96,0.4086
2006-02-28,0.0,11.461,26.14,33.11,8.8,0.4013
2006-03-01,0.0,14.019,25.73,35.29,8.64,0.394
2006-03-02,0.0,13.708,25.76,34.98,8.32,0.3794
2006-03-03,0.0,13.99,26.08,35.49,8.32,0.3794
2006-03-04,17.184,12.337,26.43,34.12,8.32,0.3794
2006-03-05,12.517,10.352,24.31,30.54,9.12,0.4159
2006-03-06,3.876,9.986,24.52,30.35,11.54,0.5262
2006-03-07,14.951,6.746,24.59,27.58,15.25,0.6954
2006-03-08,0.0,10.856,24.17,30.89,15.49,0.7063
2006-03-09,16.27,8.707,24.19,28.88,14.62,0.6666
2006-03-10,0.0,12.247,25.0,32.86,13.01,0.5932
2006-03-11,0.0,13.745,23.2,33.02,12.71,0.5796
2006-03-12,0.0,15.032,22.68,33.99,12.98,0.5919
2006-03-13,0.0,14.345,23.63,33.93,12.55,0.5723
2006-03-14,0.044,14.712,24.61,35.0,11.69,0.533
2006-03-15,0.0,14.075,24.56,34.31,11.1,0.5061
2006-03-16,5.234,10.06,25.7,31.3,10.24,0.4669
2006-03-17,4.949,11.333,25.08,31.99,9.92,0.4523
2006-03-18,1.08,14.205,25.05,34.77,9.84,0.4487
2006-03-19,0.0,13.329,24.98,33.85,9.76,0.445
2006-03-20,7.111,9.696,25.71,30.97,9.92,0.4523
2006-03-21,5.032,11.24,24.26,31.25,10.72,0.4888
2006-03-22,13.2,8.227,24.07,28.3,11.92,0.5435
2006-03-23,1.919,11.434,23.86,31.12,11.68,0.5326
2006-03-24,8.665,10.597,24.33,30.68,11.52,0.5253
2006-03-25,19.015,9.416,24.12,29.4,11.52,0.5253
2006-03-26,13.326,9.537,24.52,29.85,11.76,0.5362
2006-03-27,11.177,10.596,23.94,30.37,12.96,0.591
2006-03-28,11.542,10.843,23.87,30.55,16.29,0.7428
2006-03-29,0.0,11.478,24.87,31.94,20.42,0.9311
2006-03-30,0.0,13.978,22.45,32.65,24.19,1.103
2006-03-31,0.0,12.81,23.62,32.31,22.11,1.0082
2006-04-01,0.0,12.744,25.19,33.42,19.25,0.8778
2006-04-02,12.34,12.793,24.2,32.73,15.12,0.6894
2006-04-03,5.614,10.811,24.1,30.72,14.0,0.6384
2006-04-04,20.045,11.99,24.74,32.36,14.96,0.6822
2006-04-05,6.509,10.64,25.21,31.44,15.76,0.7186
2006-04-06,10.564,12.813,24.86,33.27,17.69,0.8066
2006-04-07,27.936,8.952,23.96,28.88,19.25,0.8778
2006-04-08,8.063,11.934,24.36,32.03,21.08,0.9612
2006-04-09,12.765,13.61,24.07,33.5,29.65,1.352
2006-04-10,0.0,13.369,25.01,33.97,41.75,1.9037
2006-04-11,0.0,12.914,25.06,33.56,35.11,1.601
2006-04-12,1.161,11.538,25.43,32.51,27.33,1.2462
2006-04-13,8.269,12.078,25.09,32.78,21.47,0.979
2006-04-14,5.653,10.469,24.56,30.82,18.26,0.8326
2006-04-15,6.462,9.776,24.59,30.21,15.35,0.6999
2006-04-16,0.135,10.896,24.26,31.02,14.23,0.6489
2006-04-17,15.495,8.344,24.87,29.16,17.69,0.8066
2006-04-18,33.903,12.057,24.08,32.04,19.51,0.8896
2006-04-19,0.0,11.219,24.09,31.23,21.07,0.9608
2006-04-20,19.97,9.199,24.32,29.49,27.23,1.2416
2006-04-21,2.995,9.677,24.14,29.8,33.5,1.5275
2006-04-22,18.363,10.155,24.23,30.34,34.94,1.5932
2006-04-23,14.502,7.028,24.52,27.79,38.36,1.7492
2006-04-24,3.689,9.21,24.35,29.56,43.4,1.979
2006-04-25,18.758,12.934,23.44,32.56,54.7,2.4942
2006-04-26,17.928,10.193,23.91,30.17,63.5,2.8955
2006-04-27,22.994,9.411,24.02,29.51,68.26,3.1126
2006-04-28,1.324,9.949,23.96,29.99,75.38,3.4372
2006-04-29,1.582,10.787,23.52,30.48,79.44,3.6223
2006-04-30,7.472,8.571,24.47,29.14,75.6,3.4472
2006-05-01,0.617,10.66,24.0,30.76,66.19,3.0182
2006-05-02,1.404,9.986,24.1,30.19,55.67,2.5385
2006-05-03,0.0,9.038,24.3,29.46,60.86,2.7751
2006-05-04,57.192,9.473,23.48,29.23,68.12,3.1062
2006-05-05,0.0,8.102,23.07,27.59,71.51,3.2607
2006-05-06,5.212,10.514,24.21,30.85,82.9,3.7801
2006-05-07,2.99,7.886,24.85,28.92,92.8,4.2315
2006-05-08,16.749,9.651,24.26,30.07,123.2,5.6177
2006-05-09,24.49,7.853,23.7,27.93,138.0,6.2926
2006-05-10,52.629,8.885,23.44,28.7,161.3,7.355
2006-05-11,0.111,6.956,23.71,27.16,170.5,7.7745
2006-05-12,0.0,9.755,22.68,28.97,176.2,8.0345
2006-05-13,0.0,11.278,22.6,30.5,184.8,8.4266
2006-05-14,0.0,11.221,23.14,30.87,177.6,8.0983
2006-05-15,10.783,8.997,24.29,29.56,157.3,7.1726
2006-05-16,0.384,9.495,23.82,29.67,149.4,6.8124
2006-05-17,15.987,11.172,23.44,31.09,133.8,6.1011
2006-05-18,5.893,9.1,23.78,29.27,110.6,5.0432
2006-05-19,13.488,8.245,23.4,28.14,95.68,4.3629
2006-05-20,0.0,10.805,22.75,30.23,86.4,3.9397
2006-05-21,0.0,11.592,23.34,31.52,82.34,3.7546
2006-05-22,0.0,12.427,22.39,31.73,77.99,3.5562
2006-05-23,51.403,9.076,23.59,29.15,55.14,2.5143
2006-05-24,14.55,6.258,23.28,26.29,47.44,2.1632
2006-05-25,0.0,7.969,23.13,27.72,63.06,2.8754
2006-05-26,13.978,8.504,23.0,28.14,101.2,4.6146
2006-05-27,0.0,10.512,22.43,29.76,120.3,5.4855
2006-05-28,39.226,10.447,23.33,30.4,164.4,7.4964
2006-05-29,1.145,10.709,22.51,30.06,194.6,8.8735
2006-05-30,6.454,8.906,24.46,29.76,205.0,9.3477
2006-05-31,11.521,9.663,23.69,29.91,226.4,10.3235
2006-06-01,18.224,7.505,23.6,27.73,229.6,10.4694
2006-06-02,1.906,10.537,22.2,29.68,221.2,10.0864
2006-06-03,17.136,11.123,23.42,31.25,224.4,10.2323
2006-06-04,11.577,9.069,24.32,29.85,248.6,11.3358
2006-06-05,22.532,9.821,22.8,29.41,257.6,11.7462
2006-06-06,15.98,9.821,23.4,29.89,247.4,11.2811
2006-06-07,41.335,8.852,23.43,28.93,226.4,10.3235
2006-06-08,55.318,5.077,23.77,25.86,221.2,10.0864
2006-06-09,1.06,8.409,23.14,28.27,221.7,10.1092
2006-06-10,0.0,8.751,23.89,29.22,245.6,11.199
2006-06-11,21.129,9.182,23.24,29.14,253.4,11.5547
2006-06-12,44.396,8.202,23.28,28.19,263.0,11.9924
2006-06-13,6.63,9.678,23.04,29.51,269.0,12.266
2006-06-14,22.064,7.383,23.44,27.54,266.6,12.1566
2006-06-15,18.644,7.846,22.76,27.42,263.6,12.0198
2006-06-16,4.27,9.198,22.84,28.86,263.8,12.0289
2006-06-17,30.534,8.501,23.28,28.5,254.6,11.6094
2006-06-18,9.676,9.641,22.84,29.33,249.1,11.3586
2006-06-19,0.0,9.608,23.17,29.55,245.6,11.199
2006-06-20,0.0,8.085,23.77,28.5,243.2,11.0896
2006-06-21,25.008,8.476,23.2,28.41,233.0,10.6244
2006-06-22,7.013,9.68,23.05,29.54,228.0,10.3965
2006-06-23,2.171,9.236,23.56,29.48,237.8,10.8433
2006-06-24,0.0,9.141,23.33,29.2,247.4,11.2811
2006-06-25,0.0,7.152,23.4,27.3,230.2,10.4968
2006-06-26,13.178,9.261,23.37,29.36,218.6,9.9678
2006-06-27,14.853,7.677,23.51,27.89,208.7,9.5164
2006-06-28,22.635,9.076,23.14,28.98,204.5,9.3249
2006-06-29,2.484,6.975,23.26,27.01,216.5,9.8721
2006-06-30,5.72,9.1,23.98,29.67,221.2,10.0864
2006-07-01,0.94,9.127,24.42,30.05,210.2,9.5848
2006-07-02,8.528,8.592,23.59,28.84,203.5,9.2793
2006-07-03,42.011,7.456,23.38,27.56,209.2,9.5392
2006-07-04,0.0,8.156,23.0,27.91,220.6,10.059
2006-07-05,0.0,6.572,23.32,26.69,222.2,10.132
2006-07-06,0.0,6.93,22.98,26.72,212.3,9.6806
2006-07-07,0.0,9.921,23.35,29.98,210.2,9.5848
2006-07-08,0.0,9.025,23.6,29.25,207.6,9.4662
2006-07-09,50.212,9.852,22.74,29.42,210.2,9.5848
2006-07-10,31.712,7.194,23.0,26.96,220.6,10.059
2006-07-11,17.964,8.818,23.42,28.88,257.0,11.7188
2006-07-12,9.534,10.232,23.16,30.12,257.0,11.7188
2006-07-13,7.469,9.508,23.29,29.47,261.2,11.9103
2006-07-14,11.407,8.84,23.73,29.14,257.0,11.7188
2006-07-15,28.625,7.105,23.07,26.91,248.6,11.3358
2006-07-16,1.121,6.837,23.25,26.81,235.4,10.7339
2006-07-17,0.0,8.279,22.59,27.62,222.7,10.1548
2006-07-18,3.664,5.659,23.14,25.7,208.7,9.5164
2006-07-19,0.0,5.351,22.46,24.84,198.3,9.0422
2006-07-20,0.0,8.915,21.13,27.07,190.5,8.6865
2006-07-21,0.0,7.27,22.93,26.91,172.3,7.8566
2006-07-22,0.256,8.771,22.3,27.84,150.7,6.8717
2006-07-23,26.841,8.208,23.54,28.28,136.2,6.2105
2006-07-24,48.307,7.967,23.94,28.4,142.4,6.4932
2006-07-25,13.322,9.435,23.44,29.39,160.4,7.314
2006-07-26,0.0,12.558,21.35,31.13,188.4,8.5908
2006-07-27,0.175,11.355,23.12,31.11,199.8,9.1106
2006-07-28,35.554,7.023,23.02,26.71,200.4,9.1379
2006-07-29,0.0,9.3,22.49,28.46,195.2,8.9008
2006-07-30,0.0,11.663,22.5,30.93,179.6,8.1895
2006-07-31,1.165,10.386,22.55,29.6,167.9,7.656
2006-08-01,12.301,9.41,22.97,28.91,152.5,6.9538
2006-08-02,26.053,9.154,23.13,28.78,145.4,6.63
2006-08-03,0.0,9.542,22.91,28.97,137.5,6.2698
2006-08-04,11.452,8.023,23.41,27.89,139.7,6.3701
2006-08-05,0.51,10.981,23.36,30.77,143.2,6.5297
2006-08-06,0.118,9.93,23.45,29.76,147.2,6.7121
2006-08-07,3.213,8.495,23.44,28.34,140.2,6.3929
2006-08-08,2.42,10.029,23.0,29.48,137.5,6.2698
2006-08-09,9.703,10.435,22.91,29.81,135.0,6.1558
2006-08-10,21.147,10.116,24.39,30.64,128.6,5.864
2006-08-11,26.416,8.614,23.28,28.28,129.7,5.9141
2006-08-12,0.0,8.893,23.36,28.6,130.8,5.9643
2006-08-13,0.0,8.989,22.97,28.37,132.6,6.0464
2006-08-14,0.125,10.499,23.02,29.9,130.8,5.9643
2006-08-15,23.813,9.234,23.35,28.9,126.8,5.7819
2006-08-16,28.979,8.239,22.99,27.64,126.8,5.7819
2006-08-17,24.738,11.729,23.03,31.13,130.4,5.946
2006-08-18,22.436,8.647,24.07,28.9,142.4,6.4932
2006-08-19,18.167,10.479,23.34,30.07,168.5,7.6833
2006-08-20,2.387,10.333,22.85,29.53,196.7,8.9692
2006-08-21,0.0,8.911,22.92,28.18,205.6,9.375
2006-08-22,0.0,10.042,22.58,29.0,201.9,9.2063
2006-08-23,10.403,10.421,22.86,29.59,197.2,8.992
2006-08-24,11.209,10.357,22.93,29.58,183.7,8.3764
2006-08-25,0.962,9.499,23.66,29.3,166.6,7.5967
2006-08-26,9.042,11.392,23.3,30.89,149.0,6.7942
2006-08-27,10.928,10.87,22.95,30.08,137.5,6.2698
2006-08-28,9.952,11.144,22.48,29.99,132.8,6.0555
2006-08-29,10.08,8.99,23.43,28.61,149.8,6.8307
2006-08-30,0.0,10.119,22.84,29.22,159.1,7.2547
2006-08-31,5.476,11.73,22.88,30.86,159.1,7.2547
2006-09-01,0.0,12.397,22.98,31.62,144.6,6.5935
2006-09-02,0.0,11.702,24.17,31.8,117.1,5.3396
2006-09-03,5.631,10.761,23.28,30.18,91.62,4.1777
2006-09-04,14.507,11.76,23.51,31.34,77.99,3.5562
2006-09-05,12.133,10.954,23.53,30.55,66.14,3.0159
2006-09-06,0.0,7.919,23.67,27.79,73.93,3.3711
2006-09-07,0.0,9.138,23.16,28.48,86.69,3.9529
2006-09-08,0.0,10.664,23.77,30.43,79.15,3.6091
2006-09-09,0.0,12.171,22.29,30.83,64.16,2.9256
2006-09-10,15.937,11.286,23.04,30.48,55.36,2.5243
2006-09-11,54.805,9.386,22.77,28.4,50.96,2.3237
2006-09-12,4.573,9.836,23.29,29.24,66.5,3.0323
2006-09-13,5.631,11.094,23.53,30.66,89.3,4.0719
2006-09-14,0.0,12.852,22.85,31.93,107.0,4.879
2006-09-15,0.0,10.519,23.61,30.15,112.8,5.1435
2006-09-16,18.97,8.164,22.96,27.4,132.4,6.0372
2006-09-17,0.088,8.542,22.55,27.41,145.0,6.6118
2006-09-18,9.527,9.397,22.62,28.28,151.6,6.9127
2006-09-19,6.46,10.919,22.86,29.97,133.3,6.0783
2006-09-20,0.125,11.373,23.53,30.94,107.7,4.911
2006-09-21,0.841,11.55,23.04,30.75,89.3,4.0719
2006-09-22,14.309,11.743,24.25,31.86,81.47,3.7149
2006-09-23,13.191,10.611,23.66,30.29,85.24,3.8868
2006-09-24,22.723,9.236,23.61,28.94,99.63,4.543
2006-09-25,7.239,10.977,23.35,30.43,116.0,5.2894
2006-09-26,0.0,11.859,22.11,30.39,130.0,5.9278
2006-09-27,0.0,12.37,22.77,31.41,137.2,6.2561
2006-09-28,8.019,10.483,23.59,30.14,140.6,6.4111
2006-09-29,8.747,9.379,23.57,29.07,134.4,6.1284
2006-09-30,1.416,12.111,22.98,31.32,121.8,5.5539
2006-10-01,16.981,9.407,23.27,28.86,118.3,5.3943
2006-10-02,0.0,10.165,24.01,30.19,110.2,5.025
2006-10-03,9.246,8.845,23.91,28.87,90.83,4.1417
2006-10-04,1.324,11.163,23.72,30.96,85.31,3.89
2006-10-05,0.281,10.586,24.32,30.87,89.17,4.066
2006-10-06,0.0,10.206,25.64,31.57,83.2,3.7938
2006-10-07,0.151,8.89,24.82,29.69,72.12,3.2886
2006-10-08,1.352,9.139,23.3,28.69,64.33,2.9334
2006-10-09,7.236,11.64,22.4,30.51,62.87,2.8668
2006-10-10,4.253,11.643,23.76,31.55,60.54,2.7605
2006-10-11,1.145,10.997,24.21,31.25,55.88,2.548
2006-10-12,9.936,10.569,24.77,31.28,56.63,2.5822
2006-10-13,3.538,10.946,23.89,30.98,55.52,2.5316
2006-10-14,18.849,11.077,24.77,31.81,59.17,2.6981
2006-10-15,12.16,11.402,25.06,32.37,85.99,3.921
2006-10-16,0.0,12.028,24.73,32.77,91.33,4.1645
2006-10-17,7.697,8.896,24.84,29.82,90.19,4.1125
2006-10-18,0.0,12.419,23.94,32.6,81.42,3.7126
2006-10-19,0.951,11.023,24.37,31.52,71.13,3.2434
2006-10-20,60.861,8.673,24.27,29.16,135.5,6.1786
2006-10-21,16.552,12.144,24.06,32.46,168.8,7.697
2006-10-22,26.34,10.175,24.32,30.68,196.0,8.9373
2006-10-23,68.486,7.977,24.49,28.75,266.0,12.1292
2006-10-24,0.0,11.307,23.56,31.27,285.2,13.0047
2006-10-25,17.349,11.468,24.89,32.47,301.9,13.7662
2006-10-26,18.357,10.314,24.35,30.91,319.4,14.5642
2006-10-27,5.372,10.862,24.33,31.46,343.2,15.6494
2006-10-28,0.0,11.358,24.27,31.94,309.6,14.1173
2006-10-29,8.759,11.055,24.51,31.83,264.2,12.0471
2006-10-30,1.06,10.989,24.65,31.89,239.6,10.9254
2006-10-31,0.0,9.534,25.02,30.75,218.0,9.9405
2006-11-01,0.756,10.933,25.14,32.25,175.5,8.0025
2006-11-02,0.0,11.643,24.28,32.34,128.5,5.8594
2006-11-03,0.0,10.617,25.02,31.87,89.3,4.0719
2006-11-04,0.722,11.357,24.33,32.12,73.64,3.3579
2006-11-05,7.054,10.431,25.06,31.75,85.53,3.9
2006-11-06,0.463,11.216,25.41,32.84,94.81,4.3232
2006-11-07,2.234,10.874,24.44,31.75,96.84,4.4158
2006-11-08,42.639,9.344,24.16,29.98,100.9,4.6009
2006-11-09,8.37,9.501,23.66,29.77,109.5,4.993
2006-11-10,16.74,8.766,24.36,29.61,129.3,5.8959
2006-11-11,3.182,11.282,24.12,32.02,147.6,6.7303
2006-11-12,24.198,6.894,23.35,27.01,146.8,6.6939
2006-11-13,12.618,9.476,23.2,29.43,134.9,6.1512
2006-11-14,7.971,8.367,23.8,28.8,128.6,5.864
2006-11-15,20.348,7.959,23.95,28.55,125.0,5.6998
2006-11-16,1.428,10.214,24.15,31.0,112.8,5.1435
2006-11-17,10.483,8.66,23.82,29.16,117.4,5.3533
2006-11-18,18.68,10.683,23.37,30.93,125.4,5.718
2006-11-19,5.432,9.252,23.11,29.22,129.3,5.8959
2006-11-20,15.766,9.812,23.39,30.04,139.7,6.3701
2006-11-21,4.531,10.544,24.07,31.37,143.7,6.5525
2006-11-22,0.759,10.906,23.93,31.66,134.5,6.133
2006-11-23,0.0,11.729,23.75,32.44,132.9,6.06
2006-11-24,11.009,9.107,24.84,30.52,135.3,6.1695
2006-11-25,16.592,10.112,24.53,31.32,136.2,6.2105
2006-11-26,0.0,11.369,24.09,32.34,135.3,6.1695
2006-11-27,7.493,10.111,24.12,31.02,132.9,6.06
2006-11-28,0.0,11.502,23.42,32.02,131.8,6.0099
2006-11-29,1.254,8.945,24.44,30.09,125.0,5.6998
2006-11-30,0.0,10.432,24.28,31.53,98.99,4.5138
2006-12-01,0.0,11.949,22.98,32.24,72.26,3.2949
2006-12-02,0.0,11.375,23.55,32.03,56.9,2.5946
2006-12-03,0.0,11.435,23.82,32.31,47.52,2.1668
2006-12-04,0.0,9.772,24.66,31.17,44.3,2.02
2006-12-05,0.0,9.713,24.46,30.95,40.7,1.8559
2006-12-06,0.0,9.49,25.1,31.23,39.08,1.782
2006-12-07,9.301,9.056,24.2,30.07,36.56,1.6671
2006-12-08,7.336,11.204,24.38,32.52,47.2,2.1522
2006-12-09,0.0,9.34,24.94,30.97,56.46,2.5745
2006-12-10,1.945,10.536,24.38,31.8,64.16,2.9256
2006-12-11,0.789,9.931,24.36,31.14,61.74,2.8153
2006-12-12,32.663,8.376,23.66,28.96,59.1,2.6949
2006-12-13,5.738,10.27,24.4,31.55,55.36,2.5243
2006-12-14,0.0,9.816,24.17,30.88,51.18,2.3337
2006-12-15,0.0,11.033,23.47,31.68,45.38,2.0693
2006-12-16,0.0,10.837,23.38,31.4,34.04,1.5522
2006-12-17,0.0,10.788,23.93,31.76,30.62,1.3962
2006-12-18,0.0,10.399,24.33,31.64,27.96,1.2749
2006-12-19,0.0,11.091,24.12,32.24,27.31,1.2453
2006-12-20,0.0,11.89,23.46,32.65,26.27,1.1979
2006-12-21,0.0,10.432,24.82,32.06,25.23,1.1504
2006-12-22,5.656,7.71,24.42,28.93,23.8,1.0852
2006-12-23,0.862,8.526,24.09,29.47,22.89,1.0437
2006-12-24,0.0,10.652,23.36,31.18,21.33,0.9726
2006-12-25,0.0,11.55,23.46,32.25,20.29,0.9252
2006-12-26,0.0,11.563,23.66,32.41,19.64,0.8956
2006-12-27,0.0,10.876,23.41,31.45,19.64,0.8956
2006-12-28,0.0,10.921,23.94,31.9,19.64,0.8956
2006-12-29,0.0,10.183,24.32,31.37,19.51,0.8896
