fecha,P_mm,ETP_mm,T_min_C,T_max_C,Q_m3s,Q_mm
2002-03-14,6.977,10.895,25.23,31.71,7.98,0.3639
2002-03-15,7.066,9.819,24.26,29.93,8.32,0.3794
2002-03-16,8.383,11.572,24.5,31.77,9.28,0.4232
2002-03-17,3.013,10.38,24.61,30.72,9.6,0.4377
2002-03-18,0.152,11.14,25.09,31.81,9.68,0.4414
2002-03-19,0.0,11.604,24.97,32.16,9.36,0.4268
2002-03-20,12.445,10.602,25.34,31.5,8.88,0.4049
2002-03-21,13.123,8.055,24.82,28.8,8.88,0.4049
2002-03-22,7.725,7.884,23.94,27.9,8.77,0.3999
2002-03-23,0.328,11.917,24.78,32.3,14.21,0.648
2002-03-24,0.527,11.535,25.22,32.27,16.48,0.7515
2002-03-25,1.022,11.683,24.3,31.7,14.92,0.6803
2002-03-26,0.241,12.897,24.28,32.88,13.64,0.622
2002-03-27,0.0,14.124,24.36,34.17,12.1,0.5517
2002-03-28,2.47,11.258,25.49,32.22,11.24,0.5125
2002-03-29,39.105,11.825,24.17,31.74,10.53,0.4802
2002-03-30,43.4,11.567,24.13,31.46,18.15,0.8276
2002-03-31,0.0,11.458,24.6,31.72,37.35,1.7031
2002-04-01,6.967,10.975,24.59,31.25,43.27,1.973
2002-04-02,28.938,8.295,24.71,28.91,43.46,1.9817
2002-04-03,9.649,11.214,24.31,31.27,50.19,2.2886
2002-04-04,28.533,11.634,24.3,31.67,62.1,2.8317
2002-04-05,0.0,10.406,23.27,29.68,71.78,3.2731
2002-04-06,0.0,12.011,24.54,32.24,68.9,3.1417
2002-04-07,9.552,10.157,24.34,30.3,48.32,2.2033
2002-04-08,12.779,7.047,24.86,28.03,32.98,1.5038
2002-04-09,0.0,9.838,24.09,29.81,26.84,1.2239
2002-04-10,14.448,10.733,24.77,31.21,24.89,1.1349
2002-04-11,0.0,11.372,24.82,31.87,24.32,1.109
2002-04-12,0.0,10.078,25.04,30.83,22.68,1.0342
2002-04-13,0.0,11.991,24.5,32.24,19.35,0.8823
2002-04-14,0.0,11.635,24.86,32.18,16.62,0.7578
2002-04-15,15.41,9.922,24.42,30.2,15.37,0.7008
2002-04-16,8.249,10.243,24.65,30.7,14.79,0.6744
2002-04-17,23.998,7.016,24.98,28.14,15.8,0.7205
2002-04-18,32.513,10.114,24.37,30.37,43.87,2.0004
2002-04-19,3.068,12.236,23.84,32.06,59.81,2.7272
2002-04-20,3.178,9.645,24.3,29.89,58.74,2.6785
2002-04-21,0.0,10.574,24.13,30.65,50.85,2.3187
2002-04-22,21.842,10.723,24.18,30.85,42.39,1.9329
2002-04-23,16.77,9.983,24.46,30.37,39.0,1.7783
2002-04-24,9.374,6.849,24.6,27.73,36.74,1.6753
2002-04-25,35.715,6.409,23.8,26.67,43.97,2.005
2002-04-26,0.0,11.143,23.36,30.68,60.1,2.7405
2002-04-27,12.654,10.691,23.98,30.73,72.57,3.3091
2002-04-28,2.189,11.134,24.25,31.38,81.05,3.6958
2002-04-29,1.235,12.346,24.14,32.53,76.89,3.5061
2002-04-30,14.919,10.893,24.87,31.66,67.62,3.0834
2002-05-01,27.047,9.514,23.64,29.36,63.13,2.8786
2002-05-02,12.237,7.472,24.22,27.97,66.96,3.0533
2002-05-03,0.167,9.302,23.75,29.27,85.0,3.8759
2002-05-04,0.0,10.719,24.07,30.92,95.26,4.3437
2002-05-05,5.116,9.127,24.59,29.8,93.87,4.2803
2002-05-06,4.236,9.729,23.94,29.87,109.7,5.0022
2002-05-07,0.591,10.484,23.62,30.38,123.1,5.6132
2002-05-08,10.657,11.12,23.71,31.1,124.4,5.6725
2002-05-09,15.859,10.392,24.42,30.94,119.2,5.4353
2002-05-10,30.887,7.958,24.1,28.38,115.2,5.2529
2002-05-11,0.0,9.683,23.54,29.56,122.6,5.5904
2002-05-12,9.346,10.164,24.24,30.61,133.2,6.0737
2002-05-13,28.515,9.17,23.76,29.26,159.2,7.2593
2002-05-14,6.021,9.317,24.18,29.76,198.2,9.0376
2002-05-15,10.038,7.888,24.35,28.57,211.3,9.635
2002-05-16,25.702,8.419,24.52,29.21,205.0,9.3477
2002-05-17,18.217,9.576,24.65,30.43,203.0,9.2565
2002-05-18,3.192,7.645,24.59,28.59,203.0,9.2565
2002-05-19,0.329,11.221,24.18,31.74,201.2,9.1744
2002-05-20,0.0,12.18,24.06,32.66,195.4,8.9099
2002-05-21,33.812,7.222,24.03,27.75,182.7,8.3308
2002-05-22,0.0,8.152,24.57,29.07,171.8,7.8338
2002-05-23,53.499,7.086,23.4,27.1,258.8,11.8009
2002-05-24,2.063,10.487,23.94,30.87,254.6,11.6094
2002-05-25,1.372,10.94,23.63,31.11,222.7,10.1548
2002-05-26,7.587,9.53,23.73,29.75,218.6,9.9678
2002-05-27,6.01,9.253,24.6,30.18,223.8,10.2049
2002-05-28,26.761,8.722,24.0,29.18,227.9,10.3919
2002-05-29,15.335,10.654,23.99,31.14,217.5,9.9177
2002-05-30,0.169,10.482,23.62,30.69,211.8,9.6578
2002-05-31,28.351,7.57,23.5,27.69,208.2,9.4936
2002-06-01,0.482,10.686,23.67,30.96,198.8,9.065
2002-06-02,17.337,8.223,23.81,28.59,195.7,8.9236
2002-06-03,0.0,10.046,23.78,30.4,221.4,10.0955
2002-06-04,10.736,9.435,23.33,29.42,264.8,12.0745
2002-06-05,25.268,9.479,23.28,29.44,275.6,12.5669
2002-06-06,2.722,9.877,23.6,30.11,262.4,11.965
2002-06-07,2.6,9.904,23.41,29.99,254.6,11.6094
2002-06-08,2.455,10.871,23.6,31.17,240.8,10.9801
2002-06-09,7.31,9.271,22.95,28.99,225.3,10.2733
2002-06-10,29.469,8.871,23.82,29.28,214.4,9.7763
2002-06-11,2.63,9.468,23.26,29.44,201.4,9.1835
2002-06-12,8.558,10.666,22.93,30.46,196.7,8.9692
2002-06-13,16.799,7.606,23.48,27.78,194.1,8.8507
2002-06-14,5.315,10.527,23.49,30.75,192.0,8.7549
2002-06-15,13.947,7.269,23.05,27.1,186.3,8.495
2002-06-16,4.824,8.791,22.98,28.55,174.0,7.9341
2002-06-17,64.625,7.455,22.41,26.75,171.4,7.8156
2002-06-18,0.0,9.477,22.79,29.11,178.8,8.153
2002-06-19,0.0,8.722,23.11,28.59,194.1,8.8507
2002-06-20,0.0,7.99,23.32,28.03,191.0,8.7093
2002-06-21,4.173,6.209,23.21,26.29,176.9,8.0664
2002-06-22,0.0,6.023,22.68,25.66,157.8,7.1954
2002-06-23,0.0,5.892,22.09,25.03,158.6,7.2319
2002-06-24,0.0,8.685,22.03,27.69,165.7,7.5557
2002-06-25,0.0,9.006,21.66,27.73,175.8,8.0162
2002-06-26,0.0,6.877,22.16,25.99,175.4,7.998
2002-06-27,0.0,9.047,22.83,28.7,169.6,7.7335
2002-06-28,0.0,8.116,23.34,28.17,165.7,7.5557
2002-06-29,89.604,6.354,23.33,26.52,203.5,9.2793
2002-06-30,18.642,7.985,22.95,27.72,239.6,10.9254
2002-07-01,4.767,8.117,23.01,27.9,263.0,11.9924
2002-07-02,0.0,7.239,23.66,27.6,276.2,12.5943
2002-07-03,0.0,8.904,22.98,28.66,279.8,12.7585
2002-07-04,0.0,8.945,23.66,29.25,256.4,11.6915
2002-07-05,60.789,6.481,23.87,27.09,263.6,12.0198
2002-07-06,0.0,7.189,23.0,26.97,275.0,12.5396
2002-07-07,0.187,8.983,23.0,28.73,263.0,11.9924
2002-07-08,0.0,9.851,23.51,30.03,250.4,11.4179
2002-07-09,34.751,8.137,22.8,27.7,243.2,11.0896
2002-07-10,8.108,7.667,23.45,27.78,252.8,11.5273
2002-07-11,38.191,7.163,22.78,26.74,261.2,11.9103
2002-07-12,0.561,9.189,22.86,28.8,234.8,10.7065
2002-07-13,0.0,8.41,23.2,28.28,224.3,10.2277
2002-07-14,0.0,9.377,22.93,29.03,214.9,9.7991
2002-07-15,2.941,8.494,22.87,28.08,208.7,9.5164
2002-07-16,42.12,7.851,22.68,27.28,198.3,9.0422
2002-07-17,17.247,8.629,22.92,28.24,199.8,9.1106
2002-07-18,0.0,8.242,22.49,27.5,194.6,8.8735
2002-07-19,22.589,10.695,22.72,30.2,193.6,8.8279
2002-07-20,7.359,9.583,22.86,29.13,198.8,9.065
2002-07-21,21.166,8.108,23.47,28.15,222.2,10.132
2002-07-22,0.0,11.345,23.25,31.26,222.7,10.1548
2002-07-23,0.0,10.68,23.46,30.71,213.9,9.7535
2002-07-24,12.851,8.06,23.15,27.81,201.9,9.2063
2002-07-25,14.029,7.061,22.66,26.46,189.4,8.6364
2002-07-26,5.393,9.488,22.89,29.0,179.6,8.1895
2002-07-27,14.695,7.84,23.32,27.72,178.5,8.1393
2002-07-28,5.636,6.847,23.5,26.96,178.0,8.1165
2002-07-29,6.183,8.922,23.18,28.62,179.0,8.1621
2002-07-30,31.594,9.804,22.5,28.97,191.0,8.7093
2002-07-31,20.254,10.066,22.93,29.56,222.7,10.1548
2002-08-01,0.777,8.974,22.18,27.84,238.4,10.8707
2002-08-02,0.0,11.343,22.15,30.28,236.0,10.7612
2002-08-03,3.765,7.758,22.31,26.74,234.8,10.7065
2002-08-04,0.0,10.935,22.18,29.84,234.8,10.7065
2002-08-05,0.656,11.443,22.36,30.5,233.6,10.6518
2002-08-06,0.0,10.27,22.46,29.33,232.4,10.5971
2002-08-07,63.751,9.02,23.0,28.49,232.4,10.5971
2002-08-08,0.371,9.98,22.87,29.33,226.4,10.3235
2002-08-09,7.946,9.426,23.08,28.93,222.2,10.132
2002-08-10,0.0,9.265,22.52,28.31,218.6,9.9678
2002-08-11,0.0,9.485,23.04,28.93,223.2,10.1776
2002-08-12,0.0,9.952,23.6,29.83,229.0,10.4421
2002-08-13,1.159,7.673,23.35,27.44,225.8,10.2961
2002-08-14,1.956,8.559,23.17,28.1,222.2,10.132
2002-08-15,47.552,7.718,23.38,27.51,216.5,9.8721
2002-08-16,1.462,10.205,23.07,29.62,204.0,9.3021
2002-08-17,2.516,9.525,23.21,29.04,201.9,9.2063
2002-08-18,30.717,10.643,22.56,29.64,237.8,10.8433
2002-08-19,17.067,9.844,22.48,28.76,233.0,10.6244
2002-08-20,20.73,9.865,23.26,29.39,230.2,10.4968
2002-08-21,0.0,9.508,23.17,28.96,212.8,9.7034
2002-08-22,40.851,8.54,23.05,27.93,213.4,9.7307
2002-08-23,0.91,9.58,22.88,28.77,220.6,10.059
2002-08-24,0.0,10.347,22.82,29.48,207.1,9.4434
2002-08-25,0.0,10.486,23.52,30.16,193.6,8.8279
2002-08-26,5.051,8.792,23.45,28.46,183.7,8.3764
2002-08-27,0.0,10.33,23.4,29.89,159.5,7.273
2002-08-28,1.793,11.789,22.97,31.02,125.6,5.7272
2002-08-29,0.098,11.47,24.13,31.57,103.8,4.7331
2002-08-30,26.05,9.69,23.35,29.2,87.27,3.9794
2002-08-31,0.0,11.654,23.67,31.39,82.92,3.781
2002-09-01,42.981,8.272,23.52,28.0,88.14,4.0191
2002-09-02,12.441,9.136,22.99,28.36,200.9,9.1607
2002-09-03,0.0,11.183,22.92,30.32,185.3,8.4494
2002-09-04,0.0,11.93,23.52,31.53,175.4,7.998
2002-09-05,15.007,10.616,22.78,29.63,169.6,7.7335
2002-09-06,16.782,11.953,22.91,31.07,164.8,7.5146
2002-09-07,12.539,11.061,23.56,30.67,167.4,7.6332
2002-09-08,1.666,11.519,23.1,30.77,170.1,7.7563
2002-09-09,2.654,8.944,22.8,28.0,170.1,7.7563
2002-09-10,1.384,9.27,22.87,28.36,169.6,7.7335
2002-09-11,6.733,11.048,22.97,30.18,159.1,7.2547
2002-09-12,0.342,11.942,22.93,31.06,145.9,6.6528
2002-09-13,12.011,10.669,23.19,29.98,136.8,6.2379
2002-09-14,0.0,9.968,24.01,29.94,117.1,5.3396
2002-09-15,16.531,10.831,23.76,30.58,89.59,4.0852
2002-09-16,11.12,10.88,23.6,30.5,84.66,3.8604
2002-09-17,42.485,11.238,22.54,30.05,95.16,4.3392
2002-09-18,5.917,9.866,22.57,28.69,126.4,5.7636
2002-09-19,0.164,12.276,23.15,31.56,128.6,5.864
2002-09-20,5.338,11.458,23.53,31.02,130.0,5.9278
2002-09-21,0.0,12.573,23.5,32.13,124.3,5.6679
2002-09-22,0.0,12.443,23.75,32.19,120.0,5.4718
2002-09-23,1.865,11.511,24.41,31.76,119.2,5.4353
2002-09-24,0.228,12.415,23.72,32.15,124.3,5.6679
2002-09-25,19.461,8.971,23.19,28.35,108.8,4.9611
2002-09-26,21.591,9.332,23.31,28.79,108.1,4.9292
2002-09-27,3.084,11.669,23.86,31.52,107.0,4.879
2002-09-28,12.022,10.503,23.5,30.09,103.0,4.6966
2002-09-29,0.0,11.052,23.79,30.86,93.36,4.2571
2002-09-30,0.0,11.609,22.8,30.68,102.7,4.683
2002-10-01,0.0,11.261,23.67,31.0,107.0,4.879
2002-10-02,20.427,12.176,23.04,31.46,95.09,4.336
2002-10-03,1.572,10.487,23.57,30.16,72.18,3.2913
2002-10-04,0.0,11.922,23.6,31.64,63.94,2.9156
2002-10-05,0.0,11.865,23.57,31.57,69.0,3.1463
2002-10-06,15.911,8.383,24.02,28.56,69.0,3.1463
2002-10-07,0.0,11.854,23.5,31.53,76.25,3.4769
2002-10-08,1.717,11.296,23.68,31.1,82.05,3.7414
2002-10-09,19.316,9.6,24.9,30.43,84.66,3.8604
2002-10-10,4.128,10.099,23.14,29.52,78.86,3.5959
2002-10-11,11.017,8.653,23.93,28.77,74.22,3.3843
2002-10-12,0.0,10.376,23.61,30.18,71.03,3.2389
2002-10-13,1.641,12.176,23.51,31.94,71.32,3.2521
2002-10-14,6.056,12.122,23.61,31.98,76.25,3.4769
2002-10-15,18.093,8.563,24.25,28.99,79.44,3.6223
2002-10-16,0.0,11.481,23.39,31.18,80.31,3.662
2002-10-17,5.886,10.453,23.49,30.23,87.56,3.9926
2002-10-18,4.731,10.512,23.72,30.49,88.72,4.0455
2002-10-19,0.0,10.515,23.99,30.71,78.86,3.5959
2002-10-20,16.237,10.816,23.07,30.32,68.4,3.1189
2002-10-21,6.681,10.159,24.05,30.43,56.9,2.5946
2002-10-22,4.826,7.522,23.85,27.78,55.8,2.5444
2002-10-23,3.642,9.328,23.41,29.14,54.7,2.4942
2002-10-24,0.224,11.012,24.02,31.32,53.6,2.4441
2002-10-25,0.0,11.448,23.5,31.39,51.62,2.3538
2002-10-26,1.283,11.631,24.36,32.25,49.86,2.2735
2002-10-27,14.198,11.04,23.61,31.09,49.2,2.2434
2002-10-28,13.521,10.757,23.91,31.05,48.1,2.1933
2002-10-29,3.071,9.265,24.33,29.9,48.76,2.2234
2002-10-30,4.685,10.545,24.53,31.34,51.18,2.3337
2002-10-31,14.429,8.766,23.62,28.86,51.84,2.3638
2002-11-01,2.21,10.505,23.75,30.73,61.08,2.7852
2002-11-02,12.493,8.853,24.22,29.46,77.99,3.5562
2002-11-03,0.0,10.446,24.14,31.01,69.94,3.1892
2002-11-04,0.0,11.236,24.58,32.18,59.98,2.735
2002-11-05,0.861,11.223,23.88,31.65,48.98,2.2334
2002-11-06,17.461,9.069,23.63,29.26,45.02,2.0528
2002-11-07,17.287,8.472,23.48,28.56,53.6,2.4441
2002-11-08,0.216,8.77,23.54,28.91,60.2,2.745
2002-11-09,0.148,10.277,23.78,30.66,56.68,2.5845
2002-11-10,0.0,9.968,23.56,30.18,50.3,2.2936
2002-11-11,11.331,8.974,24.04,29.57,43.04,1.9626
2002-11-12,0.607,11.255,23.77,31.74,39.8,1.8148
2002-11-13,12.237,8.753,22.98,28.52,38.9,1.7738
2002-11-14,8.696,5.724,23.68,26.3,47.2,2.1522
2002-11-15,0.285,11.354,23.05,31.36,51.18,2.3337
2002-11-16,11.709,9.912,23.35,30.06,46.58,2.124
2002-11-17,0.174,10.41,23.71,30.88,41.6,1.8969
2002-11-18,0.0,9.493,23.57,29.82,44.66,2.0364
2002-11-19,0.0,10.357,23.06,30.36,43.76,1.9954
2002-11-20,0.0,10.824,23.9,31.52,42.32,1.9297
2002-11-21,0.0,9.628,23.84,30.22,41.78,1.9051
2002-11-22,0.0,10.253,24.42,31.34,37.28,1.6999
2002-11-23,10.315,10.151,23.78,30.75,34.04,1.5522
2002-11-24,17.545,9.653,24.36,30.69,34.04,1.5522
2002-11-25,0.0,9.46,24.45,30.58,40.52,1.8477
2002-11-26,0.0,9.009,24.82,30.43,46.28,2.1103
2002-11-27,0.0,9.173,24.59,30.41,44.84,2.0446
2002-11-28,0.0,9.37,24.28,30.39,39.08,1.782
2002-11-29,0.0,10.042,24.73,31.46,36.56,1.6671
2002-11-30,0.279,10.686,24.62,32.07,31.88,1.4537
2002-12-01,0.91,7.522,25.1,29.25,27.7,1.2631
2002-12-02,0.0,9.47,24.18,30.45,25.49,1.1623
2002-12-03,0.0,10.12,24.7,31.56,24.32,1.109
2002-12-04,5.275,11.034,22.63,30.98,23.02,1.0497
2002-12-05,0.0,11.176,22.86,31.32,22.37,1.02
2002-12-06,0.0,10.806,22.94,30.98,21.72,0.9904
2002-12-07,0.0,9.411,24.42,30.62,20.81,0.9489
2002-12-08,0.0,10.301,24.17,31.38,19.77,0.9015
2002-12-09,0.036,10.981,23.73,31.79,18.34,0.8363
2002-12-10,0.0,12.449,22.19,32.34,17.56,0.8007
2002-12-11,0.0,11.736,22.85,32.0,17.17,0.7829
2002-12-12,0.0,11.498,23.23,32.02,16.65,0.7592
2002-12-13,0.0,11.616,22.9,31.91,16.78,0.7651
2002-12-14,0.0,10.531,23.45,31.11,16.65,0.7592
2002-12-15,0.093,10.322,24.15,31.42,15.68,0.715
2002-12-16,0.0,11.635,24.79,33.34,15.36,0.7004
2002-12-17,12.056,10.282,24.44,31.6,14.72,0.6712
2002-12-18,33.939,7.702,23.76,28.37,15.76,0.7186
2002-12-19,0.0,11.275,23.43,31.93,16.39,0.7474
2002-12-20,0.0,10.726,24.66,32.25,18.34,0.8363
2002-12-21,0.0,10.913,24.22,32.12,19.12,0.8718
2002-12-22,0.0,12.065,23.46,32.84,18.21,0.8303
2002-12-23,0.0,10.432,24.43,31.75,17.69,0.8066
2002-12-24,0.0,9.15,25.14,30.96,16.1,0.7341
2002-12-25,0.0,11.794,23.97,32.9,14.4,0.6566
2002-12-26,0.0,12.428,24.22,33.78,14.0,0.6384
2002-12-27,0.0,12.159,23.64,33.06,13.76,0.6274
2002-12-28,0.0,11.848,23.6,32.67,13.52,0.6165
2002-12-29,0.0,12.183,24.11,33.41,13.2,0.6019
2002-12-30,0.0,12.444,23.85,33.51,13.2,0.6019
2002-12-31,0.0,12.881,23.25,33.56,13.68,0.6238
2003-01-01,0.0,12.758,24.23,34.11,14.08,0.642
2003-01-02,4.449,11.195,24.35,32.46,12.72,0.58
2003-01-03,1.001,12.144,24.16,33.36,12.4,0.5654
2003-01-04,0.0,13.373,23.99,34.6,12.08,0.5508
2003-01-05,0.0,12.078,24.79,33.72,11.6,0.5289
2003-01-06,0.0,12.256,24.8,33.91,11.28,0.5144
2003-01-07,0.0,12.318,23.83,33.25,11.2,0.5107
2003-01-08,0.0,11.985,25.34,33.99,11.04,0.5034
2003-01-09,0.0,12.372,25.01,34.15,10.8,0.4925
2003-01-10,4.56,11.999,24.4,33.27,10.72,0.4888
2003-01-11,0.0,11.159,24.19,32.19,10.56,0.4815
2003-01-12,0.404,12.883,24.24,34.1,10.48,0.4779
2003-01-13,0.0,12.919,24.2,34.09,10.16,0.4633
2003-01-14,0.0,13.64,23.73,34.54,9.92,0.4523
2003-01-15,0.0,12.841,24.8,34.41,9.84,0.4487
2003-01-16,0.0,13.723,24.26,34.97,9.52,0.4341
2003-01-17,0.0,13.766,24.16,34.92,9.36,0.4268
2003-01-18,0.0,13.973,23.91,34.94,9.2,0.4195
2003-01-19,0.0,13.334,25.95,35.7,9.04,0.4122
2003-01-20,0.0,12.388,25.94,34.66,8.88,0.4049
2003-01-21,0.0,12.216,25.91,34.43,8.8,0.4013
2003-01-22,0.0,14.483,23.29,34.99,8.72,0.3976
2003-01-23,0.0,14.666,23.62,35.39,8.64,0.394
2003-01-24,0.0,15.574,23.9,36.56,8.48,0.3867
2003-01-25,0.0,13.494,24.78,34.88,8.4,0.383
2003-01-26,0.0,11.645,24.62,32.75,8.32,0.3794
2003-01-27,0.599,13.656,24.0,34.44,8.16,0.3721
2003-01-28,0.0,14.521,24.07,35.41,8.16,0.3721
2003-01-29,0.0,13.685,24.34,34.66,8.16,0.3721
2003-01-30,0.0,13.235,25.38,34.91,8.16,0.3721
2003-01-31,0.0,12.868,25.42,34.53,8.0,0.3648
2003-02-01,0.0,14.632,24.61,35.8,8.0,0.3648
2003-02-02,0.0,13.001,25.4,34.6,8.0,0.3648
2003-02-03,0.0,12.591,25.13,33.96,8.0,0.3648
2003-02-04,0.0,10.009,25.79,31.83,7.96,0.363
2003-02-05,0.0,9.992,25.49,31.56,7.96,0.363
2003-02-06,0.0,12.823,24.14,33.39,7.96,0.363
2003-02-07,0.206,11.312,25.23,32.62,7.96,0.363
2003-02-08,0.0,12.527,25.3,33.9,7.96,0.363
2003-02-09,0.0,12.411,22.86,31.94,7.92,0.3611
2003-02-10,3.415,12.142,23.53,32.12,7.9,0.3602
2003-02-11,0.0,11.466,24.71,32.3,7.86,0.3584
2003-02-12,0.0,13.335,24.16,33.8,7.82,0.3566
2003-02-13,0.087,13.855,24.8,34.79,7.78,0.3548
2003-02-14,0.0,14.674,25.57,36.17,7.72,0.352
2003-02-15,0.0,11.4,26.53,33.57,7.72,0.352
2003-02-16,0.0,13.918,23.73,34.01,7.72,0.352
2003-02-17,0.0,15.343,24.48,36.02,7.72,0.352
2003-02-18,0.0,13.99,25.46,35.29,7.7,0.3511
2003-02-19,0.0,13.261,26.78,35.52,7.66,0.3493
2003-02-20,0.0,12.934,26.58,35.01,7.64,0.3484
2003-02-21,0.0,12.938,25.87,34.47,7.64,0.3484
2003-02-22,0.0,11.512,27.18,34.07,7.64,0.3484
2003-02-23,8.261,10.285,24.56,30.8,7.64,0.3484
2003-02-24,2.306,10.787,24.4,31.15,7.9,0.3602
2003-02-25,0.182,11.62,23.91,31.58,7.92,0.3611
2003-02-26,0.0,12.125,23.46,31.74,7.92,0.3611
2003-02-27,0.0,13.816,24.04,33.89,7.88,0.3593
2003-02-28,0.0,13.375,24.51,33.76,7.8,0.3557
2003-03-01,0.0,12.05,25.88,33.46,7.76,0.3538
2003-03-02,0.0,10.525,26.12,32.19,7.72,0.352
2003-03-03,0.0,13.183,24.99,33.88,7.68,0.3502
2003-03-04,0.0,11.607,26.06,33.13,7.68,0.3502
2003-03-05,0.0,13.085,25.42,34.07,7.66,0.3493
2003-03-06,0.0,13.719,25.37,34.65,7.62,0.3475
2003-03-07,0.0,13.183,25.26,34.02,7.6,0.3465
2003-03-08,0.0,13.837,25.62,34.92,7.6,0.3465
2003-03-09,0.0,12.853,25.98,34.22,7.6,0.3465
2003-03-10,0.0,13.757,25.11,34.45,7.6,0.3465
2003-03-11,0.0,13.005,25.87,34.26,7.6,0.3465
2003-03-12,0.0,13.105,26.83,35.07,7.58,0.3456
2003-03-13,0.179,11.597,26.03,33.01,7.54,0.3438
2003-03-14,1.392,13.88,25.43,34.77,7.52,0.3429
2003-03-15,0.0,12.193,27.26,34.52,7.52,0.3429
2003-03-16,1.208,11.242,25.76,32.44,7.52,0.3429
2003-03-17,10.195,10.123,25.55,31.23,7.52,0.3429
2003-03-18,0.0,11.729,25.11,32.39,7.52,0.3429
2003-03-19,20.968,10.449,24.7,30.84,10.64,0.4852
2003-03-20,4.475,10.906,25.66,32.04,9.84,0.4487
2003-03-21,14.601,13.269,25.32,34.03,8.48,0.3867
2003-03-22,0.125,12.7,25.8,33.84,8.48,0.3867
2003-03-23,13.225,11.727,25.2,32.44,8.32,0.3794
2003-03-24,12.21,13.888,24.27,33.86,20.55,0.937
2003-03-25,26.181,11.662,23.89,31.36,30.08,1.3716
2003-03-26,1.488,7.619,25.78,29.27,37.64,1.7163
2003-03-27,12.71,9.022,25.53,30.23,32.6,1.4865
2003-03-28,6.605,9.65,25.07,30.4,30.59,1.3949
2003-03-29,10.165,10.073,24.79,30.56,27.57,1.2572
2003-03-30,12.206,10.954,24.65,31.27,28.09,1.2809
2003-03-31,5.175,12.882,24.63,33.13,28.48,1.2986
2003-04-01,13.654,9.52,24.7,29.98,27.83,1.269
2003-04-02,1.714,12.278,24.31,32.3,23.93,1.0912
2003-04-03,9.888,11.272,24.94,31.82,20.55,0.937
2003-04-04,32.448,8.464,25.23,29.5,18.99,0.8659
2003-04-05,0.0,12.196,24.95,32.73,18.86,0.86
2003-04-06,0.0,11.592,25.29,32.41,18.47,0.8422
2003-04-07,7.093,13.162,24.47,33.33,20.29,0.9252
2003-04-08,4.96,12.651,25.27,33.43,33.84,1.5431
2003-04-09,16.191,11.388,25.19,32.16,59.32,2.7049
2003-04-10,11.2,11.259,24.86,31.78,60.2,2.745
2003-04-11,0.0,10.69,25.5,31.76,39.8,1.8148
2003-04-12,45.118,8.277,25.02,29.2,59.32,2.7049
2003-04-13,13.325,8.102,24.0,28.2,63.28,2.8855
2003-04-14,0.0,10.62,23.8,30.37,60.64,2.7651
2003-04-15,0.0,10.096,24.3,30.27,61.3,2.7952
2003-04-16,0.335,11.976,24.06,31.92,65.48,2.9858
2003-04-17,44.192,9.56,24.94,30.31,67.46,3.0761
2003-04-18,0.0,14.058,24.45,34.34,69.0,3.1463
2003-04-19,7.925,9.279,25.73,30.72,66.36,3.0259
2003-04-20,11.435,11.916,24.49,32.24,56.9,2.5946
2003-04-21,44.666,8.833,24.64,29.44,64.16,2.9256
2003-04-22,5.688,10.263,24.29,30.49,67.46,3.0761
2003-04-23,10.293,10.173,24.46,30.56,70.01,3.1923
2003-04-24,6.394,11.572,24.84,32.22,74.22,3.3843
2003-04-25,35.783,10.146,23.63,29.89,68.04,3.1025
2003-04-26,1.738,11.4,24.91,32.14,63.72,2.9055
2003-04-27,17.527,8.733,23.97,28.84,72.46,3.3041
2003-04-28,0.0,12.357,24.01,32.43,114.9,5.2393
2003-04-29,21.553,9.874,23.89,29.88,133.3,6.0783
2003-04-30,1.611,10.587,24.88,31.37,144.8,6.6027
2003-05-01,0.0,10.355,24.8,31.1,146.3,6.6711
2003-05-02,0.866,9.536,24.18,29.82,146.3,6.6711
2003-05-03,41.908,8.347,23.19,27.9,144.9,6.6072
2003-05-04,0.0,10.469,23.28,30.06,141.2,6.4385
2003-05-05,0.0,12.119,24.16,32.42,139.3,6.3519
2003-05-06,0.0,10.502,24.87,31.36,135.7,6.1877
2003-05-07,26.926,7.47,23.69,27.57,116.1,5.294
2003-05-08,23.569,9.331,23.63,29.26,77.41,3.5298
2003-05-09,1.603,7.413,23.01,26.94,63.07,2.8759
2003-05-10,0.0,10.06,23.23,29.69,79.32,3.6169
2003-05-11,0.679,7.677,23.64,27.74,91.35,4.1654
2003-05-12,11.65,8.232,23.75,28.36,103.6,4.724
2003-05-13,29.136,8.212,23.14,27.84,104.5,4.765
2003-05-14,0.0,9.648,23.22,29.32,119.5,5.449
2003-05-15,14.24,9.01,23.77,29.14,152.2,6.9401
2003-05-16,5.311,8.029,24.01,28.42,155.2,7.0769
2003-05-17,12.009,9.649,23.68,29.72,157.3,7.1726
2003-05-18,44.803,7.507,24.24,28.18,164.9,7.5192
2003-05-19,0.0,9.918,23.97,30.25,174.7,7.9661
2003-05-20,20.619,8.498,24.25,29.1,179.6,8.1895
2003-05-21,0.0,10.904,23.99,31.29,179.0,8.1621
2003-05-22,19.611,11.721,24.3,32.4,180.3,8.2214
2003-05-23,45.113,7.685,24.53,28.61,188.7,8.6044
2003-05-24,1.141,9.16,24.18,29.72,194.8,8.8826
